POLICY_ID,AGENT_ID,CUST_ID,POLICY_TYPE,POLICY_DURATION,PAYMENT_FREQ,PREMIUM_AMOUNT,PAYMENT_LAG,PAYMENT_METHOD,RENEWAL_COUNT,PAYMENT_FLAG_BEFORE_3MONTHS,POLICY_CANCELLATION_FLAG,CANCELLATION_REASON,SALES_CHANNEL,POLICY_STATUS,RENEWAL_DATE
N000000773,21205387,400602690,basic,36,monthly,7128,20,check,3,0,0,,agent,Cancelled,1789430400000
N000000774,21632174,400602701,standard,36,annual,6868,12,credit card,0,1,0,,web,Renewed,1807747200000
N000000775,17812260,400602711,standard,60,quarterly,28584,29,debit card,4,1,0,,partner,Cancelled,1904774400000
N000000776,7355735,400602711,comprehensive,24,semi-annual,9556,23,cash,2,0,1,moved to competitor,phone,Cancelled,1774828800000
N000000777,20526010,400602715,premium,48,semi-annual,31488,10,debit card,4,0,0,,web,Cancelled,1877385600000
N000000778,17599523,400602715,premium,60,monthly,27168,7,cash,3,1,0,,partner,Cancelled,1853798400000
N000000779,16295252,400602715,comprehensive,12,monthly,5596,11,ach,0,1,0,,phone,Active,1693008000000
N000000780,20479968,400602716,premium,12,monthly,8160,12,cash,4,1,0,,phone,Lapsed,1696896000000
N000000781,17723154,400602718,standard,36,semi-annual,9892,7,bank transfer,4,1,0,,partner,Renewed,1798848000000
N000000782,20287694,400602718,standard,48,quarterly,14111,7,debit card,0,0,0,,partner,Active,1841356800000
N000000783,19458198,400602724,basic,36,monthly,14940,17,check,3,1,1,non-payment,agent,Cancelled,1775001600000
N000000784,21487957,400602728,standard,12,semi-annual,4636,11,debit card,2,1,0,,web,Active,1729900800000
N000000785,7153570,400602728,standard,36,semi-annual,5659,3,debit card,4,1,0,,partner,Renewed,1826755200000
N000000786,20768392,400602733,comprehensive,36,quarterly,13939,9,check,0,1,0,,phone,Cancelled,1836518400000
N000000787,7147547,400602737,standard,60,semi-annual,29088,27,ach,1,1,0,,phone,Active,1867968000000
N000000788,20360515,400602760,standard,48,semi-annual,7084,1,credit card,4,0,0,,partner,Cancelled,1838937600000
N000000789,21445109,400602760,comprehensive,48,semi-annual,16896,5,ach,2,0,0,,agent,Lapsed,1877472000000
N000000790,20243923,400602762,comprehensive,60,semi-annual,23760,25,bank transfer,2,1,0,,web,Cancelled,1856217600000
N000000791,20697768,400602762,standard,36,quarterly,10627,1,credit card,2,1,0,,phone,Active,1848441600000
N000000792,14206354,400602764,basic,24,annual,8832,24,cash,2,1,0,,web,Lapsed,1808352000000
N000000793,11801143,400602765,standard,60,monthly,18648,23,debit card,3,1,0,,web,Active,1870905600000
N000000794,20681554,400602771,standard,24,monthly,7142,27,cash,2,1,0,,web,Lapsed,1815091200000
N000000795,20738715,400602772,premium,48,annual,24499,16,bank transfer,1,1,0,,agent,Cancelled,1840665600000
N000000796,15848966,400602776,basic,36,monthly,16992,14,debit card,0,1,0,,phone,Lapsed,1795305600000
N000000797,15750377,400602776,premium,24,annual,11097,29,ach,2,1,0,,agent,Cancelled,1776988800000
N000000798,18629307,400602776,premium,36,semi-annual,16185,4,credit card,3,1,0,,web,Lapsed,1811894400000
N000000799,8501233,400602779,standard,24,monthly,3254,8,cash,3,1,0,,phone,Cancelled,1750377600000
N000000800,18866488,400602784,standard,36,quarterly,5788,9,ach,0,0,0,,web,Renewed,1780704000000
N000000801,8039149,400602784,premium,24,quarterly,11712,19,ach,0,1,0,,web,Renewed,1790899200000
N000000802,8911066,400602798,comprehensive,60,quarterly,58476,10,bank transfer,4,1,0,,phone,Active,1889395200000
N000000803,20020069,400602798,premium,24,quarterly,4070,1,debit card,3,1,0,,agent,Lapsed,1792454400000
N000000804,15726706,400602807,premium,60,quarterly,44064,8,bank transfer,0,1,0,,phone,Lapsed,1869782400000
N000000805,20568595,400602807,basic,12,annual,3960,27,check,1,1,0,,agent,Renewed,1771027200000
N000000806,20729544,400602809,premium,60,annual,19296,15,cash,1,1,0,,agent,Active,1864598400000
N000000807,21234375,400602813,comprehensive,48,annual,36220,25,cash,3,0,0,,phone,Cancelled,1836604800000
N000000808,19246207,400602827,basic,48,annual,14448,14,credit card,3,1,0,,web,Renewed,1878595200000
N000000809,16979536,400602829,premium,48,monthly,32025,1,ach,3,0,0,,partner,Renewed,1878854400000
N000000810,2543784,400602832,standard,24,monthly,11462,15,check,1,1,0,,agent,Active,1744675200000
N000000811,15887276,400602833,comprehensive,36,semi-annual,10375,15,bank transfer,1,1,1,moved to competitor,web,Cancelled,1769212800000
N000000812,20422222,400602840,premium,12,monthly,6220,26,cash,4,0,0,,phone,Cancelled,1736380800000
N000000813,5309111,400602848,comprehensive,60,semi-annual,51216,2,bank transfer,2,1,0,,phone,Lapsed,1890000000000
N000000814,7557776,400602856,basic,60,annual,13620,12,credit card,2,1,0,,web,Renewed,1881100800000
N000000815,21644084,400602857,comprehensive,24,semi-annual,7075,21,bank transfer,3,1,0,,partner,Active,1731715200000
N000000816,16813694,400602858,comprehensive,24,semi-annual,10507,23,debit card,4,0,0,,agent,Lapsed,1786060800000
N000000817,3037572,400602858,premium,24,monthly,5030,11,cash,1,1,0,,agent,Lapsed,1740700800000
N000000818,17161796,400602859,premium,48,annual,19968,8,bank transfer,3,1,0,,web,Renewed,1858982400000
N000000819,18899656,400602864,premium,12,annual,9331,14,bank transfer,4,1,0,,agent,Cancelled,1779580800000
N000000820,21108620,400602865,comprehensive,48,semi-annual,33897,12,cash,4,1,0,,partner,Active,1828656000000
N000000821,16330964,400602885,comprehensive,60,quarterly,51216,27,cash,1,0,0,,agent,Cancelled,1870473600000
N000000822,18298083,400602886,premium,48,semi-annual,17433,15,check,3,1,0,,partner,Cancelled,1798070400000
N000000823,18621814,400602903,standard,36,semi-annual,19007,25,cash,3,0,0,,agent,Cancelled,1821830400000
N000000824,18585345,400602907,basic,60,semi-annual,22320,4,debit card,1,0,0,,phone,Lapsed,1869436800000
N000000825,17161366,400602907,basic,12,semi-annual,3036,21,check,4,1,0,,agent,Lapsed,1775174400000
N000000826,21610673,400602915,basic,12,quarterly,4284,24,ach,2,1,0,,partner,Lapsed,1763078400000
N000000827,1168808,400602916,basic,48,semi-annual,9072,16,bank transfer,1,1,0,,partner,Lapsed,1874880000000
N000000828,21278639,400602919,premium,48,quarterly,24729,26,check,0,1,0,,partner,Lapsed,1838592000000
N000000829,20452333,400602922,standard,24,annual,3628,24,debit card,2,1,0,,phone,Cancelled,1761350400000
N000000830,20806032,400602925,premium,36,monthly,25516,27,cash,2,1,0,,partner,Active,1760054400000
N000000831,247628,400602932,standard,12,monthly,3326,24,bank transfer,1,1,0,,phone,Active,1717027200000
N000000832,18991603,400602935,standard,24,monthly,13823,17,cash,1,1,0,,partner,Lapsed,1783900800000
N000000833,18801738,400602938,basic,24,monthly,3072,6,debit card,3,1,0,,partner,Cancelled,1733184000000
N000000834,20005665,400602940,standard,12,semi-annual,1713,22,debit card,0,1,0,,partner,Renewed,1784073600000
N000000835,17549020,400602941,standard,36,monthly,19180,2,ach,2,1,0,,web,Renewed,1812240000000
N000000836,19294007,400602952,premium,12,annual,7142,20,ach,3,1,0,,agent,Cancelled,1774137600000
N000000837,1236745,400602956,basic,60,monthly,29400,13,bank transfer,2,1,0,,partner,Renewed,1879286400000
N000000838,1145756,400602956,comprehensive,60,annual,35376,3,credit card,4,1,0,,web,Renewed,1900972800000
N000000839,1287238,400602956,premium,12,annual,5011,24,ach,0,0,0,,phone,Lapsed,1733356800000
N000000840,20804727,400602962,comprehensive,12,quarterly,5042,21,check,1,1,0,,web,Cancelled,1727654400000
N000000841,19427525,400602963,premium,24,semi-annual,17740,23,ach,1,1,0,,partner,Renewed,1814313600000
N000000842,21062040,400602965,premium,60,monthly,24384,25,debit card,0,0,1,fraud suspected,agent,Cancelled,1908144000000
N000000843,18956257,400602967,comprehensive,60,annual,27984,28,debit card,0,0,0,,agent,Lapsed,1829347200000
N000000844,20692142,400602968,basic,12,monthly,2196,0,ach,1,1,0,,phone,Cancelled,1706140800000
N000000845,19079920,400602968,premium,12,semi-annual,9484,20,bank transfer,3,1,0,,agent,Active,1711584000000
N000000846,1217531,400602974,basic,60,semi-annual,26760,26,bank transfer,2,1,0,,phone,Cancelled,1864857600000
N000000847,20361336,400602974,premium,36,quarterly,22003,10,ach,4,0,0,,agent,Renewed,1844121600000
N000000848,20642487,400602975,standard,36,monthly,12225,22,check,4,1,0,,phone,Cancelled,1757721600000
N000000849,21545098,400602975,premium,36,monthly,20966,16,credit card,2,1,0,,agent,Renewed,1756080000000
N000000850,17568198,400602979,basic,24,quarterly,8448,15,ach,4,1,0,,phone,Renewed,1751760000000
N000000851,3293042,400602979,premium,24,monthly,9945,26,cash,1,1,0,,web,Lapsed,1771718400000
N000000852,17596146,400602989,standard,24,annual,4176,14,bank transfer,4,1,0,,phone,Cancelled,1795564800000
N000000853,17063834,400602989,standard,36,quarterly,6004,4,credit card,3,1,0,,partner,Renewed,1798329600000
N000000854,16291811,400603000,comprehensive,24,monthly,22862,25,debit card,3,1,0,,agent,Cancelled,1791331200000
N000000855,20814542,400603003,comprehensive,60,quarterly,58344,25,check,3,0,0,,partner,Cancelled,1872115200000
N000000856,21575336,400603006,basic,12,quarterly,3624,28,debit card,3,1,0,,agent,Renewed,1765584000000
N000000857,3392583,400603010,standard,60,monthly,23184,16,ach,0,1,0,,phone,Renewed,1895097600000
N000000858,21669535,400603010,comprehensive,36,monthly,31284,12,check,2,1,1,customer request,partner,Cancelled,1838678400000
N000000859,1315138,400603018,comprehensive,24,monthly,11985,16,check,3,1,0,,partner,Lapsed,1736726400000
N000000860,7445116,400603024,basic,60,semi-annual,28080,24,debit card,4,1,0,,partner,Cancelled,1839456000000
N000000861,20890988,400603024,basic,12,monthly,3936,15,cash,0,1,0,,partner,Active,1751500800000
N000000862,17379563,400603024,basic,24,quarterly,5664,25,check,4,0,0,,web,Renewed,1752278400000
N000000863,2186959,400603026,comprehensive,60,monthly,15048,1,bank transfer,3,1,0,,web,Renewed,1911600000000
N000000864,20843638,400603026,comprehensive,36,annual,30967,6,cash,4,1,0,,agent,Renewed,1825891200000
N000000865,7916385,400603029,premium,48,quarterly,21734,6,ach,4,1,0,,phone,Lapsed,1838678400000
N000000866,20966993,400603030,comprehensive,60,quarterly,33132,17,credit card,0,1,0,,partner,Lapsed,1911254400000
N000000867,20602179,400603035,standard,24,semi-annual,14227,22,cash,1,0,0,,agent,Cancelled,1724889600000
N000000868,19955130,400603040,comprehensive,36,semi-annual,12909,0,check,2,1,0,,agent,Lapsed,1849132800000
N000000869,7339988,400603041,basic,60,semi-annual,9420,24,credit card,3,1,0,,web,Lapsed,1871078400000
N000000870,20882232,400603055,basic,48,quarterly,18192,19,cash,3,1,0,,web,Lapsed,1787875200000
N000000871,15687267,400603060,premium,12,quarterly,8102,17,check,0,1,0,,partner,Cancelled,1783728000000
N000000872,1093568,400603060,basic,24,annual,6144,12,ach,3,1,0,,phone,Cancelled,1781049600000
N000000873,20627113,400603067,basic,24,semi-annual,11088,28,cash,4,1,0,,web,Renewed,1794441600000
N000000874,19311858,400603067,premium,12,annual,4569,5,ach,3,0,0,,web,Lapsed,1784160000000
N000000875,18512322,400603069,basic,36,semi-annual,10440,8,check,3,1,0,,agent,Active,1765584000000
N000000876,3473004,400603074,premium,36,annual,19123,17,credit card,3,1,1,other,agent,Cancelled,1790294400000
N000000877,8232996,400603074,standard,60,quarterly,35856,10,bank transfer,4,1,0,,partner,Active,1880150400000
N000000878,8611231,400603077,standard,12,quarterly,5687,20,check,1,0,1,non-payment,partner,Cancelled,1695254400000
N000000879,19040875,400603077,premium,12,annual,5779,16,bank transfer,2,0,0,,partner,Cancelled,1742947200000
N000000880,21219150,400603087,standard,48,annual,9503,29,debit card,2,1,0,,phone,Lapsed,1822521600000
N000000881,17465739,400603088,comprehensive,48,quarterly,34108,21,debit card,0,1,0,,web,Active,1818201600000
N000000882,20526157,400603092,standard,12,monthly,4089,6,check,2,1,0,,partner,Active,1705536000000
N000000883,21008897,400603096,standard,24,annual,13075,18,check,0,1,0,,web,Cancelled,1734393600000
N000000884,16996252,400603097,comprehensive,60,monthly,46860,22,ach,0,1,0,,partner,Renewed,1899936000000
N000000885,20748400,400603098,premium,60,semi-annual,34080,13,debit card,0,1,0,,web,Cancelled,1881014400000
N000000886,2346795,400603105,standard,60,semi-annual,24624,29,cash,0,1,0,,partner,Active,1852243200000
N000000887,17388519,400603105,comprehensive,36,annual,24156,13,credit card,1,1,0,,phone,Renewed,1848614400000
N000000888,15980719,400603107,standard,12,monthly,3052,10,ach,0,1,0,,web,Lapsed,1722124800000
N000000889,15656122,400603116,comprehensive,48,annual,27667,24,check,3,1,0,,partner,Cancelled,1823558400000
N000000890,20857536,400603116,comprehensive,48,quarterly,28723,20,bank transfer,2,0,0,,partner,Cancelled,1839024000000
N000000891,450552,400603123,premium,36,monthly,13824,27,bank transfer,2,1,0,,phone,Renewed,1828051200000
N000000892,973323,400603123,premium,12,monthly,9331,26,debit card,1,1,0,,web,Renewed,1787011200000
N000000893,20247706,400603126,standard,24,semi-annual,13363,27,cash,3,1,0,,partner,Active,1742342400000
N000000894,21042203,400603132,basic,48,quarterly,5376,0,debit card,1,1,0,,web,Lapsed,1843344000000
N000000895,5935371,400603136,standard,36,annual,5227,12,debit card,4,1,0,,partner,Active,1809907200000
N000000896,18608439,400603136,premium,36,monthly,24595,18,check,4,0,0,,web,Active,1817424000000
N000000897,20347667,400603137,comprehensive,60,monthly,33132,5,check,0,0,0,,agent,Lapsed,1835827200000
N000000898,1304160,400603143,premium,36,semi-annual,16070,6,bank transfer,3,1,0,,partner,Renewed,1816992000000
N000000899,19571211,400603144,premium,60,semi-annual,45504,20,ach,3,1,0,,agent,Active,1851897600000
N000000900,479020,400603144,premium,60,annual,27072,14,ach,2,1,0,,partner,Renewed,1911168000000
N000000901,20700214,400603145,basic,36,monthly,17244,15,debit card,1,1,0,,web,Lapsed,1789862400000
N000000902,20063081,400603145,basic,24,quarterly,9648,20,cash,1,1,0,,web,Lapsed,1730073600000
N000000903,20390767,400603146,comprehensive,36,quarterly,32472,26,credit card,2,1,1,other,phone,Cancelled,1828310400000
N000000904,20844619,400603150,basic,48,semi-annual,18864,23,cash,0,1,1,moved to competitor,phone,Cancelled,1820448000000
N000000905,20549223,400603159,basic,12,quarterly,4140,8,bank transfer,1,0,0,,agent,Cancelled,1763856000000
N000000906,21275231,400603159,basic,24,semi-annual,8184,24,check,1,1,0,,agent,Lapsed,1734998400000
N000000907,11109806,400603160,premium,24,monthly,17702,3,ach,1,1,0,,phone,Active,1779408000000
N000000908,3365800,400603163,comprehensive,12,semi-annual,9134,15,credit card,4,0,1,other,phone,Cancelled,1718323200000
N000000909,16632609,400603196,premium,36,semi-annual,23961,16,bank transfer,3,0,0,,phone,Cancelled,1797379200000
N000000910,18627085,400603200,basic,12,quarterly,5400,20,bank transfer,1,1,1,moved to competitor,partner,Cancelled,1775088000000
N000000911,1240321,400603200,premium,48,annual,29568,5,debit card,3,1,0,,agent,Lapsed,1872115200000
N000000912,1656805,400603207,premium,24,annual,14937,17,debit card,4,0,0,,partner,Cancelled,1761177600000
N000000913,18380882,400603207,comprehensive,24,annual,19324,19,ach,1,0,0,,phone,Active,1816905600000
N000000914,19714565,400603216,premium,36,annual,20217,23,credit card,4,1,0,,web,Cancelled,1771718400000
N000000915,18521227,400603216,premium,24,semi-annual,5030,6,ach,4,1,0,,partner,Cancelled,1773360000000
N000000916,17906488,400603234,premium,12,semi-annual,4569,13,bank transfer,0,1,1,non-payment,web,Cancelled,1775606400000
N000000917,21222082,400603237,comprehensive,24,semi-annual,9873,26,ach,0,1,0,,agent,Renewed,1793145600000
N000000918,21545098,400603237,basic,48,annual,5472,22,ach,4,1,1,other,partner,Cancelled,1800230400000
N000000919,17938220,400603244,basic,24,monthly,4608,7,credit card,2,1,1,other,web,Cancelled,1754524800000
N000000920,2592526,400603245,comprehensive,12,annual,7867,10,cash,4,1,0,,partner,Cancelled,1732060800000
N000000921,20015371,400603251,basic,60,annual,20100,4,bank transfer,2,1,0,,agent,Lapsed,1875052800000
N000000922,20796835,400603253,comprehensive,60,semi-annual,39732,28,bank transfer,4,1,0,,web,Cancelled,1885420800000
N000000923,17709264,400603255,basic,24,monthly,5880,17,credit card,2,0,0,,agent,Lapsed,1742256000000
N000000924,19162345,400603255,premium,36,semi-annual,22233,1,debit card,0,0,0,,agent,Renewed,1757980800000
N000000925,18505378,400603256,standard,60,semi-annual,25416,25,check,0,0,0,,agent,Cancelled,1857254400000
N000000926,20528848,400603261,basic,12,monthly,2616,27,credit card,2,1,1,other,agent,Cancelled,1719014400000
N000000927,20996410,400603261,basic,60,quarterly,25440,23,check,2,1,0,,partner,Lapsed,1867449600000
N000000928,1490773,400603261,basic,60,semi-annual,13380,20,check,3,1,0,,partner,Active,1884211200000
N000000929,7328506,400603275,basic,24,annual,9192,29,credit card,1,1,0,,agent,Cancelled,1750118400000
N000000930,20560117,400603275,basic,36,semi-annual,3600,28,bank transfer,3,1,0,,partner,Lapsed,1775520000000
N000000931,19153027,400603289,comprehensive,36,annual,8553,8,credit card,4,1,0,,agent,Cancelled,1777939200000
N000000932,18947581,400603289,premium,12,quarterly,5088,5,credit card,1,0,0,,phone,Lapsed,1742860800000
N000000933,15638132,400603293,standard,12,quarterly,2030,14,check,2,1,0,,phone,Cancelled,1775433600000
N000000934,16342498,400603293,basic,60,quarterly,22260,28,check,3,1,1,moved to competitor,phone,Cancelled,1881705600000
N000000935,21676925,400603297,standard,12,quarterly,4435,5,check,0,1,0,,phone,Renewed,1749081600000
N000000936,20530237,400603299,premium,36,annual,6739,15,cash,2,1,0,,web,Cancelled,1798329600000
N000000937,19468456,400603304,premium,12,annual,2035,10,bank transfer,4,0,0,,agent,Active,1742515200000
N000000938,19806039,400603305,basic,48,annual,8352,6,debit card,1,0,0,,web,Lapsed,1879718400000
N000000939,3820672,400603305,standard,36,quarterly,7862,6,credit card,2,1,0,,agent,Lapsed,1794528000000
N000000940,7915797,400603306,premium,24,semi-annual,17356,27,check,0,0,0,,agent,Renewed,1807228800000
N000000941,17795465,400603306,premium,12,quarterly,5376,19,ach,3,0,1,high risk,phone,Cancelled,1706659200000
N000000942,7713900,400603306,basic,60,monthly,25200,22,debit card,2,0,0,,phone,Lapsed,1826150400000
N000000943,7711058,400603310,standard,48,quarterly,23903,29,credit card,0,1,0,,phone,Renewed,1820793600000
N000000944,1964949,400603314,premium,48,monthly,29260,17,cash,1,0,0,,agent,Renewed,1801353600000
N000000945,19875786,400603327,basic,24,quarterly,10488,4,ach,2,1,0,,agent,Lapsed,1734480000000
N000000946,17306910,400603328,basic,60,annual,8340,26,debit card,0,0,1,moved to competitor,agent,Cancelled,1892073600000
N000000947,19098203,400603335,basic,36,semi-annual,11340,6,check,3,1,0,,web,Lapsed,1810252800000
N000000948,18597516,400603335,comprehensive,12,monthly,12381,22,check,2,1,1,high risk,phone,Cancelled,1786838400000
N000000949,19234984,400603336,comprehensive,24,semi-annual,23179,1,cash,0,1,0,,web,Active,1749600000000
N000000950,3480936,400603336,comprehensive,36,monthly,19800,29,bank transfer,2,0,1,fraud suspected,partner,Cancelled,1760486400000
N000000951,16975317,400603336,standard,36,quarterly,19267,8,bank transfer,3,1,0,,phone,Cancelled,1757376000000
N000000952,519911,400603341,premium,60,semi-annual,21216,9,cash,4,1,0,,partner,Renewed,1852848000000
N000000953,21057414,400603342,premium,24,quarterly,10944,0,check,2,1,0,,web,Active,1772236800000
N000000954,20167602,400603345,comprehensive,36,annual,34610,7,cash,2,1,0,,agent,Active,1821052800000
N000000955,17826451,400603348,standard,24,semi-annual,3254,7,credit card,2,1,0,,agent,Active,1805846400000
N000000956,16860088,400603350,basic,48,monthly,12480,21,cash,2,1,0,,web,Renewed,1793145600000
N000000957,16127511,400603353,basic,12,monthly,5316,0,ach,0,1,0,,partner,Active,1765843200000
N000000958,21082416,400603357,premium,12,quarterly,3532,17,cash,0,1,0,,agent,Lapsed,1696118400000
N000000959,17711156,400603357,standard,48,quarterly,11231,13,cash,3,0,0,,web,Cancelled,1805587200000
N000000960,17716014,400603367,comprehensive,12,quarterly,3775,11,ach,1,1,0,,partner,Active,1782864000000
N000000961,21679448,400603367,standard,12,quarterly,6580,20,debit card,1,1,0,,agent,Cancelled,1779580800000
N000000962,2340188,400603378,premium,24,semi-annual,8294,16,bank transfer,4,1,1,non-payment,partner,Cancelled,1755993600000
N000000963,19008991,400603382,comprehensive,24,monthly,13516,25,credit card,0,1,0,,web,Cancelled,1776643200000
N000000964,20316751,400603390,comprehensive,60,monthly,13860,19,debit card,2,1,0,,web,Lapsed,1839283200000
N000000965,21387113,400603392,premium,12,quarterly,9369,5,ach,1,1,0,,partner,Renewed,1729296000000
N000000966,19860834,400603399,premium,60,annual,40416,22,check,1,1,0,,web,Renewed,1828742400000
N000000967,8704891,400603401,premium,48,annual,12134,2,ach,0,1,0,,agent,Cancelled,1869782400000
N000000968,16632814,400603406,comprehensive,60,quarterly,25608,20,debit card,0,0,0,,web,Renewed,1888185600000
N000000969,1285894,400603406,standard,36,semi-annual,17020,27,credit card,0,1,0,,phone,Renewed,1848441600000
N000000970,17161366,400603408,comprehensive,60,semi-annual,17688,28,debit card,0,1,0,,web,Active,1822003200000
N000000971,15083831,400603412,standard,60,quarterly,18288,29,check,2,1,0,,partner,Cancelled,1908403200000
N000000972,21597603,400603418,premium,24,semi-annual,10598,26,credit card,3,1,0,,agent,Lapsed,1803081600000
N000000973,19694613,400603422,standard,48,quarterly,22521,6,check,1,1,0,,phone,Cancelled,1803600000000
N000000974,21263168,400603422,basic,48,annual,23760,3,ach,3,1,1,customer request,agent,Cancelled,1825459200000
N000000975,20387905,400603431,basic,24,annual,11784,10,credit card,3,1,0,,phone,Lapsed,1747526400000
N000000976,19432906,400603433,comprehensive,48,monthly,44035,11,bank transfer,0,1,0,,web,Cancelled,1877731200000
N000000977,10612143,400603435,premium,24,annual,11558,20,ach,2,0,0,,web,Lapsed,1804636800000
N000000978,20848834,400603443,comprehensive,60,monthly,32472,14,check,4,0,0,,web,Renewed,1906070400000
N000000979,10435012,400603447,comprehensive,24,quarterly,24921,27,credit card,3,1,0,,agent,Cancelled,1734739200000
N000000980,20683608,400603452,standard,60,quarterly,31680,11,debit card,3,0,0,,phone,Cancelled,1886716800000
N000000981,1308630,400603456,basic,60,monthly,18540,26,check,4,1,0,,agent,Cancelled,1888790400000
N000000982,20055179,400603456,comprehensive,36,monthly,34452,29,debit card,1,1,1,fraud suspected,phone,Cancelled,1778112000000
N000000983,20383721,400603456,basic,60,annual,28320,2,bank transfer,0,1,1,high risk,partner,Cancelled,1845331200000
N000000984,12921039,400603457,standard,48,semi-annual,27878,1,credit card,0,0,0,,agent,Lapsed,1869350400000
N000000985,21611502,400603460,premium,12,semi-annual,8697,21,check,1,1,0,,web,Lapsed,1707177600000
N000000986,19108858,400603472,standard,48,monthly,16300,4,check,3,0,0,,partner,Active,1874707200000
N000000987,20390731,400603474,basic,60,semi-annual,18420,29,ach,2,1,0,,phone,Active,1906243200000
N000000988,17327066,400603474,comprehensive,12,annual,8474,12,cash,3,1,0,,agent,Cancelled,1772841600000
N000000989,17738261,400603474,basic,60,monthly,7140,5,debit card,3,1,0,,agent,Active,1825286400000
N000000990,7077890,400603494,standard,36,quarterly,14299,3,check,0,1,0,,phone,Cancelled,1782950400000
N000000991,19658490,400603499,standard,60,semi-annual,26424,6,credit card,1,1,0,,phone,Active,1885593600000
N000000992,17379771,400603499,basic,12,annual,5076,4,credit card,4,1,0,,phone,Lapsed,1774569600000
N000000993,17990682,400603503,standard,36,semi-annual,9892,22,credit card,3,0,0,,agent,Renewed,1845763200000
N000000994,21677274,400603503,comprehensive,12,annual,7576,10,credit card,2,1,0,,partner,Renewed,1708905600000
N000000995,19101632,400603504,basic,12,annual,3876,5,cash,2,1,0,,phone,Cancelled,1753401600000
N000000996,20662380,400603522,standard,60,semi-annual,31392,28,check,3,1,0,,phone,Lapsed,1887667200000
N000000997,16508788,400603522,premium,60,monthly,30912,15,cash,4,1,0,,phone,Active,1860537600000
N000000998,9325918,400603524,basic,36,annual,5256,2,cash,4,1,0,,partner,Renewed,1844380800000
N000000999,16988233,400603532,comprehensive,48,quarterly,27667,2,debit card,1,0,0,,agent,Cancelled,1849910400000
